id_lysi,date,chamber_size,nr_bags,CO2_flux,CH4_flux,N2O_flux,r2_CO2,r2_CH4,r2_N2O,co2_quality,n2o_qc_flag,quality_flag
9,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
13,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
14,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
16,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
18,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
19,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
20,2025-03-14,small,NA,0.41285317397638,-0.00037553617580447,9.12247191662894e-05,0.275304540987934,0.700458791375029,0.924819496499821,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
21,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
22,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,2025-03-14,small,NA,1.40395664058372,0.00319945534603926,0.000346671896005872,0.996127615749583,0.998961500370708,0.976091108562719,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
29,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
31,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
32,2025-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,2025-03-17,small,NA,1.8966388969232,-0.000386462543798181,1.17917561286444e-05,0.581174914278691,0.558921129473601,0.0637854720588339,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
2,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11,2025-03-17,small,NA,2.0013731128409,0.00158441791795285,0.000117883213712478,0.988882992661278,0.917625063868954,0.834008636635749,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
12,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
13,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
14,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15,2025-03-17,small,NA,1.81643840443091,-0.000594276358365488,0.000110514604578525,0.951066223371538,0.995458375639554,0.823308374378524,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
16,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
18,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
19,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
20,2025-03-17,small,NA,0.355925745619771,-0.00036122046578997,-2.69374021370508e-05,0.983653585930176,0.99530151000431,0.207389042213569,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
21,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
22,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
31,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
32,2025-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,2025-04-04,small,NA,2.06405106150934,-0.000174751220595608,0.000156011709424343,0.982324559206056,0.882709720435625,0.954503161454172,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
2,2025-04-04,small,NA,3.15290898931616,-0.000405150376259089,-5.77730073782857e-06,0.993793695293814,0.997672641527383,0.0135575079869542,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
3,2025-04-04,small,NA,5.22286328147038,-0.000517333872360405,8.38351397329516e-05,0.985640102587569,0.984829582918539,0.907447490179997,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
4,2025-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5,2025-04-04,small,NA,4.17027099689726,-0.000585695490931371,0.000105728023924758,0.988448073624803,0.990379885716481,0.909755331635852,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
6,2025-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7,2025-04-04,small,NA,7.15294677010795,-0.000661541203615194,8.20744266041537e-05,0.999717185054777,0.999655495319979,0.775825114174239,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
8,2025-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9,2025-04-04,small,NA,2.57613788865703,-0.000206501962271361,-4.56976298985648e-06,0.991816717156989,0.991973792130287,0.00938479391586754,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
10,2025-04-04,small,NA,1.23105228730517,-0.000268123665311404,1.92447166281712e-05,0.995342063735062,0.0816432925887588,0.0710703605821764,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
11,2025-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12,2025-04-04,small,NA,3.75638676801353,-0.000518260249963784,0.000150184780603949,0.991918179353326,0.958721899840872,0.906814832627903,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
13,2025-04-04,small,NA,7.36433391236352,-0.000508465163795469,6.30824058394025e-05,0.993168799992731,0.903854650468001,0.934294796115393,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
14,2025-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15,2025-04-04,small,NA,3.42089576828927,-0.000278278481172306,-1.2637124691129e-05,0.971280307756815,0.853838548041109,0.179805133452151,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
16,2025-04-04,small,NA,2.53792737595548,7.81313986236758e-05,-3.74906779982691e-05,0.99990224345845,0.0688972437821122,0.190231742527479,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
17,2025-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
18,2025-04-04,small,NA,2.2913405516094,-1.06069446034729e-05,-1.12427829843771e-05,0.966923925182073,0.00431358112504451,0.176136745978308,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
19,2025-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
20,2025-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
21,2025-04-04,small,NA,3.74627333819961,-0.000479273964018341,-1.40950688848917e-05,0.994836539812643,0.99536652886635,0.0211067240010003,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
22,2025-04-04,small,NA,3.12998396732074,-0.000428147297071402,-9.31558352698715e-06,0.982197696810157,0.969620223068412,0.0123744643481128,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
23,2025-04-04,small,NA,6.41524586213281,-0.00196828727146535,6.91061726810921e-05,0.952879997784332,0.616890389983668,0.565792814720359,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
24,2025-04-04,small,NA,2.77101650383228,-0.000359360125484066,0.000105104960158031,0.994080569192783,0.872095670662731,0.64341423391691,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
25,2025-04-04,small,NA,11.2705523086388,-0.00145782091892001,0.000239141580818626,0.995792939803673,0.559013573996436,0.953747964909317,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
26,2025-04-04,small,NA,4.77161214977646,-0.0011785551340182,-4.07450773561078e-05,0.861031665422709,0.464052215997722,0.141176255997853,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
27,2025-04-04,small,NA,5.86369933576991,-0.000712594339938053,0.000285341562927274,0.994841661928781,0.997385479557341,0.941855564316318,Positiv & Signifikant (OK),Accepted: N2O R² > 0.9,1
28,2025-04-04,small,NA,2.57539712560364,-0.00047992540069924,1.23939367830479e-05,0.997916636652204,0.998313451242394,0.0218124495133688,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
29,2025-04-04,small,NA,4.31660764035388,-0.00064392691922168,0.000159181924125255,0.99973992004136,0.999987724629925,0.902241238584739,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
30,2025-04-04,small,NA,3.5304597045424,-0.00179737060043723,0.000178319618881131,0.999941027141541,0.840829382569353,0.877388575103491,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
31,2025-04-04,small,NA,8.74262657840837,-0.000359503721213871,0.000115811992984302,0.988049763424162,0.842558581921309,0.511466190722757,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
32,2025-04-04,small,NA,8.28567490562206,-0.00107111837641555,3.72992257466992e-05,0.998968234568316,0.567275938723752,0.100227322310568,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
1,2025-04-09,small,NA,3.58634764457939,-0.000377839653930085,0.00011154572947532,0.992447002780059,0.966879548481246,0.958667211439683,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
2,2025-04-09,small,NA,2.61564687013884,-0.000381500445966007,-9.09169151335285e-06,0.981596191839969,0.932236921909715,0.0353607492034294,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
3,2025-04-09,small,NA,6.29721177588519,-0.000559583706660132,5.51856667825456e-07,0.991965091326997,0.966555662777024,0.00105925241341946,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
4,2025-04-09,small,NA,4.72183890152024,-0.000665505151394296,-3.18786551903075e-05,0.994646140626808,0.987320578370256,0.165059271881,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
5,2025-04-09,small,2,9.32749508751876,-0.000793641878974375,-1.36006155028274e-05,1,1,1,less than 3 bags,Rejected: less than 3 bags,0
6,2025-04-09,small,NA,2.5222545949156,-0.000228026747755646,1.90314269977291e-05,0.993879016043955,0.885927929190097,0.0803141912736874,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
7,2025-04-09,small,NA,9.20588877043724,-0.000858913620798565,2.93967377789651e-05,0.943276032342431,0.899410308812166,0.981343823905956,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
8,2025-04-09,small,NA,2.93576875393401,-0.00038459615719198,4.17621789285515e-05,0.994979469903287,0.997990398780492,0.622055387230124,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
9,2025-04-09,small,NA,5.49159008142444,-0.000566580451544167,8.59368565762647e-05,0.996583255678887,0.998163328854474,0.65028079490346,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
10,2025-04-09,small,NA,3.42163774967152,-0.000293663462388206,1.3022240702737e-05,0.999996696444998,0.912827659684422,0.0795457496569869,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
11,2025-04-09,small,NA,7.00482291898164,-0.000764002603693077,0.0001141975553625,0.998593333974882,0.957455456219542,0.335774190037961,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
12,2025-04-09,small,NA,5.86890851696439,-0.000624171766097292,-7.0842995631102e-05,0.99613253165496,0.99391139405436,0.724871092142284,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
13,2025-04-09,small,NA,11.8018311069902,-0.000995579948092531,2.95749940121827e-05,0.990462157819373,0.992778940890234,0.316931541233412,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
14,2025-04-09,small,NA,2.69662860905453,-0.000274211188160981,3.48417489681474e-05,0.950383584483219,0.646573906997541,0.0691763920075022,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
15,2025-04-09,small,NA,9.51058636254463,-0.00106743245650594,-6.3811801586098e-05,0.956316537617806,0.92159676289448,0.756980793258669,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
16,2025-04-09,small,NA,4.76322407771469,-0.000241678315368429,-7.20826784220627e-05,0.980469264788361,0.943963426464411,0.234156959444465,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
17,2025-04-09,small,NA,9.43562711661845,-0.000915067653030393,0.000109600824423306,0.998214525840078,0.984300106626563,0.81169027948741,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
18,2025-04-09,small,NA,2.53018351840838,-4.89450449248731e-05,-2.86401247963993e-05,0.98729990541155,0.0418843481575883,0.0771270589096356,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
19,2025-04-09,small,NA,11.5294188024191,-0.000878152604201834,-3.25446580385654e-05,0.998537389832999,0.992347250881342,0.299394919730562,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
20,2025-04-09,small,NA,2.78604521413385,-0.000552610271282774,1.24510015371422e-05,0.96616443135275,0.981937864325174,0.426725791365789,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
21,2025-04-09,small,NA,8.70760718683344,-0.000891933489384835,-1.39260213580074e-05,0.998228510351421,0.989986581550417,0.0425306568489194,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
22,2025-04-09,small,NA,3.48223403557436,-0.000389329236838051,-1.91504654153522e-06,0.976378188850966,0.965211803592996,0.0010170528781874,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
23,2025-04-09,small,NA,8.25982115421571,-0.00221421210221368,-1.7606370359009e-05,0.972868934151456,0.720110921668939,0.0999131751071874,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
24,2025-04-09,small,NA,5.03534594882738,-0.000547061294766234,2.26273898021617e-05,0.979248496439225,0.987833217592667,0.0635473918159656,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
25,2025-04-09,small,NA,7.18264421359777,-0.000846675863751402,-4.45582681159993e-06,0.994872842670654,0.911955783015168,0.00853548694215257,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
26,2025-04-09,small,NA,5.19591542690485,-0.00059178459491354,-3.42579591671323e-06,0.995205437912389,0.52689728351833,0.00172233766389451,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
27,2025-04-09,small,NA,5.96252961281098,-0.000627143054693372,0.000157033150658759,0.996783715572995,0.999493051281854,0.761380426294005,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
28,2025-04-09,small,NA,3.24649695725611,-0.000329119971549752,-4.12996853909489e-05,0.987607966890718,0.677273100819028,0.335749141525144,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
29,2025-04-09,small,NA,6.88352157196769,-0.000623872161928013,0.000199245077692138,0.988080389579963,0.997802842582761,0.862044824497834,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
30,2025-04-09,small,NA,3.95155439436663,-0.000469193435066687,9.00360636293443e-05,0.999998011551586,0.957449387816813,0.975695823426094,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
31,2025-04-09,small,NA,8.45741860830905,-0.000168236946058261,3.83661540769423e-05,0.998579498487858,0.342308053533883,0.542952263687661,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
32,2025-04-09,small,NA,6.00761185808971,-0.000682447601031268,-4.08793756864304e-05,0.999651708986649,0.969618249075704,0.808086815553557,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
1,2025-04-15,small,NA,4.60099386707228,-0.000382645189704574,3.03247999418737e-05,0.981525750617048,0.977932908927054,0.212668804087414,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
2,2025-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3,2025-04-15,small,NA,5.0375370521923,-0.000511055217346686,4.01692894995749e-05,0.993330006168016,0.996218257345879,0.732812099637798,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
4,2025-04-15,small,NA,2.19804628140591,-0.000319561260359629,-9.63122682931216e-05,0.887453828883677,0.935613175066096,0.314979267333173,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
5,2025-04-15,small,NA,3.1653500947639,-0.000362823537408131,3.43495188100409e-05,0.938165646888822,0.971044932025656,0.135253546403238,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
6,2025-04-15,small,NA,1.5278961112924,-0.000338908645273642,1.99243597659984e-06,0.982370221069902,0.984246419423597,0.00047065257850679,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
7,2025-04-15,small,NA,4.94453442950689,-0.000558032164141969,-8.28604346066269e-06,0.99927362962278,0.999132355635366,0.0489379632320669,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
8,2025-04-15,small,NA,3.09253897523247,-0.000461739991481288,9.39932581430577e-05,0.994005905243486,0.919478807836204,0.893546675152627,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
9,2025-04-15,small,NA,3.6924847563319,-0.000389704325835413,-4.4335076727903e-05,0.975869256505615,0.968779561753665,0.594204784201513,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
10,2025-04-15,small,NA,6.39696582352607,-0.000594448427108821,-0.000149964171277096,0.995198659127925,0.879951515100755,0.949696144287262,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
11,2025-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12,2025-04-15,small,NA,2.56686539971454,-0.000233059449276457,-6.47151976756491e-06,0.980765429279583,0.95783277781184,0.37169838581307,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
13,2025-04-15,small,NA,5.11535116009221,-0.000421121308608604,-3.26918526856772e-05,0.996569566404368,0.990337227742966,0.119451306849339,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
14,2025-04-15,small,NA,2.41480861778587,-0.00033564345034804,-2.3487656661262e-05,0.909518625823583,0.887119610202635,0.259120389920238,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
15,2025-04-15,small,NA,4.59713989006253,-0.000742577320828619,-6.37356303677633e-05,0.981480274695375,0.984466147904791,0.960041225828973,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
16,2025-04-15,small,NA,2.89192549359271,3.51756352057583e-05,6.29414652881015e-05,0.969755461168658,0.686191415622279,0.32254074326882,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
17,2025-04-15,small,NA,3.4883289008229,-0.000402190879918468,-2.41813802227308e-05,0.998522966156277,0.984221513723567,0.272738827485864,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
18,2025-04-15,small,NA,2.97594220819016,-0.000529261145122118,-1.72091873477155e-05,0.996222622046223,0.992222499568677,0.0605997693045402,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
19,2025-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
20,2025-04-15,small,NA,3.49845777640102,-0.000517817436284539,4.9304303913441e-06,0.997353459554864,0.987759258671174,0.0135932148523408,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
21,2025-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
22,2025-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23,2025-04-15,small,NA,4.91822623960137,-0.000135920924493023,-3.14541307942559e-05,0.938475373614632,0.170386040047394,0.381974481985133,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
24,2025-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25,2025-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,2025-04-15,small,NA,6.08997584939056,-0.000854772813716158,5.1238235742298e-06,0.994791390324338,0.822437552721123,0.00498699161973343,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
27,2025-04-15,small,NA,3.57504684896794,-0.000478835792317768,7.06097111088196e-05,0.960691125871023,0.98181039809822,0.367710105780879,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
28,2025-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
29,2025-04-15,small,NA,3.22566068936614,-9.86427765193026e-05,3.85511644406757e-07,0.857933164265055,0.621447022218995,7.12695529703675e-05,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
30,2025-04-15,small,NA,2.35315754403718,-0.000816190031292097,6.73013602067861e-05,0.83671707010302,0.631211772428833,0.199480749347649,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
31,2025-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
32,2025-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,2025-04-16,small,NA,2.99417939152895,-0.000476666122230499,6.52314422518011e-06,0.960456521388323,0.996103633013914,0.0887771391842488,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
2,2025-04-16,small,NA,2.47191866786394,-2.08982487641805e-06,4.79505824571886e-05,0.845640705887337,1.62803738162443e-06,0.191609579118573,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
3,2025-04-16,small,NA,4.08713079223489,-0.000576066066561432,-3.536041797972e-05,0.98901580136412,0.995251350703231,0.142214004096797,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
4,2025-04-16,small,NA,3.05178759316827,-0.000556902918128848,-8.20894290368064e-05,0.988299568547626,0.992966821242337,0.992780019200127,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
5,2025-04-16,small,NA,4.94081387083892,-0.000619224638012687,2.26147472779784e-05,0.993862762096211,0.967547160335029,0.527390828765187,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
6,2025-04-16,small,NA,1.95647634652533,-0.000458448215797269,-2.98698421780312e-05,0.946605176903632,0.971993212625109,0.371102358250734,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
7,2025-04-16,small,NA,0.79960162910148,-0.000153249049398095,-1.09679754680527e-05,0.758941420365398,0.295760887025434,0.0476776227223707,Positiv & Rauschen,Rejected: CO2 R² ≤ 0.9,0
8,2025-04-16,small,NA,1.74261201850629,-0.000344004027092912,8.48561695580218e-06,0.98440588479894,0.900019206932083,0.184904029293632,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
9,2025-04-16,small,NA,3.00072674752563,-0.000330230914853818,-6.30965668890811e-05,0.972749639416982,0.99845648039139,0.491643538707427,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
10,2025-04-16,small,NA,2.63231563825824,-1.38263513467823e-05,-4.62278779946975e-05,0.957928020748353,0.00332998145752643,0.37727315992097,Positiv & Signifikant (OK),Accepted: low flux (below detection limit),1
